TotalEmissions,TransportationTotalEmissions,HousingTotalEmissions,FoodTotalEmissions,GoodsTotalEmissions,ServicesTotalEmissions,CensusTract
33857327.288873,5148915.69844752,8408546.68691471,8214014.40859794,4831352.40630021,7254498.08861258,360470063002019
27927721.3530051,2993142.71598123,7549335.01325861,7565384.06926285,4124317.72410398,5695541.83039844,360470068002019
26900700.5517847,2753851.89147525,7229418.47358459,7489568.20001151,4034620.52199989,5393241.46471342,360470071002019
31653779.3659571,4808502.01591808,6781638.85464559,8302274.94284891,4765157.52958465,6996206.02295986,360470077002019
29961416.5313856,3629826.12107672,7717786.46144159,7594026.34101692,4375726.6793377,6644050.9285127,360470492002019
35348130.7628396,5062594.2134555,8156568.80272057,8704592.95379391,5177202.46088011,8247172.33198949,360470502022019
32765457.0526343,4333301.39728704,8986045.96030593,8341982.95510906,4599108.38152733,6505018.35840496,360470474002019
33154059.7515794,5456963.87497814,7062168.46755432,8463964.29374543,4907005.99389138,7263957.12141008,360470477002019
25323730.5708495,2824390.40752146,6029096.18943339,7185555.29221545,3853855.30446114,5430833.37721804,360470482002019
20915300.2381529,1978030.51494759,5403456.83915,6035279.92560637,3196501.63597332,4302031.32247558,360470489002019
27101518.5501112,3331120.09463131,6756350.17021381,7184193.21737857,3991748.16376998,5838106.90411751,360470490002019
27636631.4406161,3733138.65920505,6954680.74079966,7022752.41346436,3997471.94707135,5928587.68007569,360470497002019
31190204.7623103,4324769.57899258,7795417.50336222,7871762.562582,4522075.11880674,6676179.99856679,360470501002019
21958868.9824029,2231241.3554637,6093932.12361485,5930954.08396847,3203760.79192392,4498980.62743197,360470886002019
28122144.2327351,3174815.18851845,7685753.92104488,7488468.20115921,4083485.78388282,5689621.13812971,360470888002019
20664996.3206461,1800473.36810133,6230022.90181037,5576021.68768936,2990641.96444291,4067836.3986021,360470912002019
32632755.5599042,5172280.44220559,8370180.60337599,7952322.68317302,4529571.78654725,6608400.0446023,360470950002019
27854622.7142256,3045599.9554087,7652681.97207736,7321267.32200452,4021424.8617382,5813648.60299687,360470560002019
29046962.6411937,3855944.46992077,7151763.66997313,7515184.52733717,4274763.91421805,6249306.05974454,360470551002019
26192137.425869,2800244.57478143,6947439.06664881,7319387.50762119,3874493.60862509,5250572.66819242,360470554002019
47066460.0503988,10080408.9148906,11553936.6755537,10020931.1630398,6095506.06877725,9315677.22813738,360470562002019
35283516.0714136,4941863.36826757,8795850.05789225,8764125.67116472,5049584.98817276,7732091.9859163,360470574002019
27964967.9653521,3613016.40421475,7006680.89019363,7099624.5043718,4066659.54439534,6178986.62217657,360470054002019
24846168.486521,2645483.81636561,6689471.35632794,6770773.8745031,3649249.9494286,5091189.48989578,360470592002019
41999945.4903981,7995847.80626404,9750137.8664913,9622123.64405547,5686519.52940906,8945316.64417826,360470636002019
47087256.5733855,10077589.7196205,10419473.6588201,10734422.6782645,6263869.80585982,9591900.71082053,360470648002019
42670421.1729661,11097950.9636311,10582779.0900178,8013957.70417958,4876224.74817918,8099508.66695844,360470652002019
36944727.423178,8216800.95020277,9053519.22433066,7779064.39663698,4612759.50554832,7282583.34645926,360470662002019
35283269.8345715,6491913.52906501,8884208.21494489,8385420.62253802,4707536.94191169,6814190.52611194,360470676002019
52992837.3481192,14479228.56062,11520225.8721594,10364747.7626908,6361268.21580511,10267366.9368438,360470698002019
33630141.001379,5882345.8527961,8805128.22592069,8232749.06217644,4490373.24927476,6219544.61121101,360470720002019
29565147.2262863,3466034.5811706,7806538.20905886,7610574.35237525,4320021.38087825,6361978.70280332,360470736002019
31534725.5712497,4055547.31497997,8398188.18212401,8224699.28181831,4518762.76858252,6337528.02374486,360470742002019
38217300.2371096,7105983.6741405,9094817.00712144,9305937.90608084,5197531.29206734,7513030.35769948,360470746002019
30201566.9749122,3308047.77209185,8293330.19112311,7994423.23055276,4419865.14659701,6185900.63454747,360470766002019
25400163.2801106,2986173.20601266,6287860.71890525,6859430.83646958,3784945.33013921,5481753.18858394,360470770002019
34859860.2686155,5029863.77897892,9301040.85222838,8425958.41141132,4852462.05713524,7250535.16886164,360470780002019
34163389.1534015,4867016.02284126,9295477.33060587,8283357.79326079,4727190.64034699,6990347.36634663,360470784002019
31709277.1513127,3618246.91090261,8333739.11708465,8662330.30871754,4693753.32811769,6401207.48649022,360471142022019
26429611.223412,2580429.02715048,7328674.84231056,7527052.54790295,3928600.19276623,5064854.61328179,360471176012019
23280367.841817,2719058.91961641,5548136.54816946,6475721.12805851,3547402.11038659,4990049.13558599,360470505002019
44109726.033222,9425838.65590332,10762710.0499438,10499780.8349006,5714254.63265894,7707141.85981533,360470468002019
28575560.4076157,2980073.80883258,7392730.80113662,8113291.15754676,4283775.03292945,5805689.60717026,360470484002019
36258111.2428254,5638962.55041201,8085880.67427523,9076153.79931893,5337271.85709519,8119842.361724,360470151002019
33854343.307537,4985927.83585419,7974548.83180495,8265535.63400952,4910896.43339071,7717434.57247767,360470157002019
44381657.103838,7208677.92034779,10081700.4729939,10423131.1897555,6430666.26652028,10237481.2542205,360470165002019
29792842.4813551,3271964.97584683,7984658.21536753,8105322.18432107,4368579.91046424,6062317.1953554,360470178002019
28117636.086371,3174116.19886329,7416730.46740988,7456302.06038138,4162325.88582181,5908161.47389462,360470179002019
32051369.0168258,4162321.73323009,7336788.1779027,8512278.36274483,4849181.22619516,7190799.51675304,360470191002019
26633118.611163,2903228.24781758,6999555.10280513,7603000.60051774,3976475.35259609,5150859.30742648,360470514002019
25903753.3558275,2547827.9657975,7286949.91598109,7305278.29707813,3807099.61209891,4956597.56487188,360470788002019
28269255.1735135,3099558.6473934,7311958.51258201,8042007.25002539,4229202.7948022,5586527.96871045,360470292002019
27758371.0420917,3015302.17044591,7162880.92444579,7681198.47782725,4136905.86282131,5762083.60655148,360470296002019
27299079.4391017,5011870.71888103,6732505.25417525,6833442.55899028,3655827.08716941,5065433.81988575,360470304002019
30550018.9067414,5633907.57142001,7564386.90329763,7171149.03261266,4063503.66199877,6117071.73741234,360470306002019
25655661.4684014,2754524.14409755,7050567.67019066,6786657.08434984,3751932.13783133,5311980.43193203,360470319002019
24945941.9135104,2260443.66327141,6752289.50688435,7291420.9012291,3763540.89330032,4878246.94882519,360470326002019
29537897.4488236,3232609.65027148,8091375.35703508,7853738.98640032,4317478.67158726,6042694.78352943,360470337002019
20580677.3961571,1866113.70314827,5822556.88133652,5724145.08287856,3019009.49950018,4148852.22929354,360470342002019
24679917.4985242,2482752.26854707,6535753.90913569,7131899.88671204,3708355.64183481,4821155.79229458,360470349002019
25387760.3609676,2668293.02506984,6738277.16184363,7095858.98817151,3807697.48824959,5077633.69763299,360470419002019
25477488.8670765,2597017.40417333,6854519.94128443,7266277.35017323,3803908.51915048,4955765.65229502,360470429002019
23185110.2195516,2058872.77094615,6664477.61425348,6573971.72189186,3426923.94066378,4460864.17179633,360470433002019
23121477.6996849,2433473.95126605,6078815.10591123,6446005.59789621,3464999.2703574,4698183.77425402,360470493002019
30747574.863379,3699536.70343924,7738208.90532891,8297333.81171511,4558841.62697226,6453653.81592344,360470494002019
30055285.2071209,3598252.39624408,7558566.93469957,8106774.54513709,4461561.23244597,6330130.09859418,360470498002019
30773802.5455627,3768895.23984462,7729385.82789294,9344651.4570521,4528294.83739358,5402575.18337949,360470507002019
33339157.3061092,2641047.92938841,8812955.96236079,10866297.2369127,5150777.4830273,5868078.69441997,360470509002019
31139160.0054728,3548582.40118782,8319530.54495987,8305616.00910624,4539852.9383899,6425578.11182892,360470302002019
33035943.17734,8097088.03574466,6791008.76481455,7429157.19722322,4205704.51671767,6512984.66283995,360470308002019
33255639.32601,3708621.23695045,8674654.07129904,8803240.26974306,4941341.34740341,7127782.40061405,360470200002019
29011220.0291832,3395981.35867162,7451868.3099685,7683636.1099157,4262123.91364698,6217610.33698043,360470176002019
20539000.3443863,1950419.93402729,5448787.59987566,5871612.51452071,3104452.29977686,4163727.99618576,360470185012019
35353789.2199096,5408616.50679376,9187063.33486581,8486907.48426823,4880638.46110532,7390563.4328765,360470202002019
29641292.4306125,3053050.59065593,7900475.60122415,8229059.15745278,4413194.42824692,6045512.65303271,360470208002019
29945510.4744233,2577139.02043602,8767120.05331129,7975509.00094793,4406859.33952472,6218883.06020337,360470218002019
28998011.2387233,3718511.56765045,7126436.473099,7517537.49046915,4286479.8333232,6349045.87418151,360470229002019
27944358.032406,3337630.11729067,6781945.29146377,7749205.6097428,4247620.46775748,5827956.54615127,360470233002019
30286570.8357615,3797488.46686095,7677267.91450615,7968823.23692951,4466190.83392339,6376800.3835415,360470245002019
25623060.1430402,2944854.47503676,6232454.95783328,7138787.1587102,3911116.25291493,5395847.298545,360470251002019
22220162.6410192,1934274.42295426,5799775.29252825,6712378.85715649,3419093.04308491,4354641.02529525,360470255002019
26403720.4038896,2633882.01289081,7315087.32184901,7429593.28605528,3912810.69023334,5112347.09286117,360470264002019
31274441.7510827,3745505.38417234,8042046.31182633,8140424.77093102,4619889.84034798,6726575.44380503,360470269002019
24196646.4090418,2557007.66156302,6365242.61374513,6697581.19976629,3617646.68319306,4959168.25077429,360470281002019
27090628.8291018,2810317.40453825,7489787.75304936,7454370.37835604,3959359.30618983,5376793.98696836,360470284002019
34044711.0685213,8456935.95399945,7326618.54545982,8481851.55923229,4288976.82227284,5490328.18755685,360470348002019
24516811.6768915,4833924.25324648,5645674.64341465,6419517.23685989,3320892.35159053,4296803.1917799,360470449002019
28301076.6414721,3262588.86049475,7494911.76190635,7343707.83579955,4136507.10111661,6063361.08215488,360470460002019
31812927.1442141,6886979.44599359,7562557.11902121,7431295.03105596,4140761.44828942,5791334.09985393,360470485002019
26311230.7990996,3557999.63916979,7112670.70178111,7160045.61733435,3735875.46094744,4744639.37986696,360470508012019
25966421.0589094,2564643.27600491,7607893.2468734,7102207.63155773,3739098.15204434,4952578.752429,360470508032019
25689277.4987133,2753487.90782239,6875375.62626873,7135063.6170847,3808629.66912555,5116720.67841192,360470508042019
25065816.4193633,2408098.15777514,7406355.63944542,6971166.55055862,3633145.74224521,4647050.32933893,360470510012019
25410164.7314292,3754718.26307569,6751173.87313885,6791346.39994532,3538097.01776974,4574829.17749954,360470510022019
27843997.4616341,3903968.44294279,7479409.12184996,7451506.34825945,3930072.88075446,5079040.66782745,360470516012019
24921497.1462515,2559607.31641282,7263594.10134283,6759266.57261686,3578087.60406227,4760941.55181667,360470516022019
31917966.7659638,4445261.60109878,8085259.18612852,8072029.40975062,4624939.98431286,6690476.58467301,360470561002019
28958724.9169047,2677955.89347228,8121778.73104039,7997522.47143739,4291348.88754693,5870118.93340773,360470610032019
24020999.5976514,2366887.44709997,6455010.6502888,6722735.48516467,3555952.00063836,4920414.01445965,360470610042019
44517540.3212892,11884457.3352197,9576233.61638966,9028182.50057374,5388710.7831294,8639956.0859767,360470620002019
33682612.5174517,7394321.48832062,8138374.04789611,7439888.65590732,4300362.27241931,6409666.05290832,360470696012019
37629325.6614858,8810074.65869066,8642107.29844708,8016890.5283091,4684982.79039845,7475270.38564045,360470696022019
27724027.5492179,4649921.07811624,6547997.22058113,7317759.66002989,3868605.80686096,5339743.78362972,360470768002019
24489784.4911219,2745404.31541122,6177962.6670396,6891948.45255917,3691975.20841571,4982493.84769625,360470796012019
26254052.6507272,2967286.44221475,6779634.50614406,7189690.71380256,3892727.19184198,5424713.7967238,360470796022019
26449365.7055177,3054374.84701745,6857304.5604079,7012807.81963273,3909160.28819227,5615718.19026739,360470798012019
25632121.7419674,3018721.54771469,6841521.98534228,6817430.48975863,3735976.252597,5218471.46655482,360470798022019
18119842.9684647,2314467.76722595,4440439.00245542,4979695.18270866,2668716.93479625,3716524.08127838,360470808002019
22260581.9011008,2003287.1616513,6243052.69315781,6279589.09177754,3322458.57687955,4412194.37763458,360470924002019
34388290.4369274,7674601.65340225,7933150.0978115,7428908.62698159,4407849.7028034,6943780.35592863,360470932002019
34501556.3806568,7348947.14713831,8086293.83006914,7610943.8840569,4451174.64489637,7004196.87449608,360470946002019
20436253.8946572,2681083.41183652,5686547.28386643,5186970.09008088,2847525.68493047,4034127.42394288,360471058012019
23499149.5479615,3668223.22695592,6242688.00525853,6053989.03422085,3227769.8713838,4306479.4101424,360471058042019
27525996.109688,5083888.12159533,7320198.04937182,6442556.52059587,3551910.60739955,5127442.81072543,360471104002019
34647328.0894583,7458097.8958585,8400247.88545564,7999307.116173,4441673.6725662,6348001.51940496,360471116002019
27623722.880977,3527135.39451038,6806539.6176622,7331696.83641615,4093012.84773935,5865338.18464893,360470495002019
33016549.1649127,3306117.47289234,8977386.17080589,10040235.5643959,4917719.27656251,5775090.68025602,360470537002019
34105641.5480492,11160095.6852414,6657550.9096398,6819703.18738579,3880693.52908813,5587598.23669405,360470543002019
32242709.0742327,3920134.6861643,8473493.34674075,8496918.35146686,4704321.02546889,6647841.66439189,360470558002019
28325660.862927,3781183.31887261,7071893.79527132,7306662.09343804,4139067.68884447,6026853.96650057,360470565002019
35410524.1096328,5683458.84107441,8838429.36882907,8341573.98249033,4882081.83918728,7664980.07805169,360470568002019
27262166.2280929,3656564.31158401,6401325.8217212,7120800.96795678,4024802.41137123,6058672.71545966,360470610022019
44361223.2699149,11347555.7197726,11023530.9724743,8494638.43633577,5140728.74363196,8354769.39770027,360470628002019
35070815.3257726,7374808.09038737,8724574.70290644,7836976.87455648,4457304.37151525,6677151.28640702,360470642002019
34226798.2986474,5462783.73807173,8694924.08743719,8473573.80699181,4741241.58299202,6854275.08315463,360470680002019
32124496.8088741,6600980.03647102,7188752.96316664,7527414.21828135,4273604.97201378,6533744.6189413,360470724002019
29945126.4320746,3595434.64442861,7579588.92244325,7536260.93616674,4358124.77044234,6875717.15859364,360470728002019
37544322.4580523,5418826.5411787,9568717.5584647,9553688.54108267,5370273.74182719,7632816.07549901,360470750002019
33192096.045668,4162898.72270558,9142592.94654698,8173830.01248742,4655500.85052503,7057273.513403,360470760002019
26228574.8344909,2632627.83747887,7465005.46064689,7055443.19936695,3826486.99851914,5249011.33847905,360470816002019
29038713.8264001,3064847.93092082,8051540.90764052,7756316.48679497,4270033.9545089,5895974.5465349,360470828002019
31408514.5949637,5008102.81412439,8047619.14759905,7807790.70587481,4292238.13968591,6252763.78767959,360470832002019
34334429.4488191,6315113.18055779,8574739.29297214,8026065.21058471,4554729.88587291,6863781.87883157,360470850002019
28665146.6566248,3785078.41247948,7110510.16816591,7117162.96212734,4152753.69286955,6499641.42098249,360470056012019
26584372.3667664,3631548.802418,5638608.39739363,7056264.03002548,4057630.23276671,6200320.90416261,360470056022019
26586996.3842883,3239867.18941041,7062546.25063382,6708094.091548,3835460.08610033,5741028.76659578,360470058002019
29235070.5062943,6154688.2173773,6820446.77230131,6937843.77150361,3855780.70543943,5466311.03967265,360470059002019
30854297.5542296,3484865.15214245,8399732.55780966,7556627.81368774,4446865.23269152,6966206.79789822,360470064002019
27035837.4509666,2634900.17396896,7396942.38101331,7791885.43467193,4023594.77893083,5188514.68238162,360470094002019
28672162.9595456,2746900.81105606,8019992.19221436,8008926.61736257,4248225.59972735,5648117.73918525,360470104002019
29361539.9407554,3432063.29230698,7631736.26816746,7894736.23799846,4360575.6118987,6042428.53038383,360470130002019
29228689.8528895,3349095.96480388,8019719.20487418,7895899.05536952,4220465.54028235,5743510.08755954,360470132002019
36753313.7319598,6601602.44424696,8912328.09053497,8455974.07331775,4983602.01104531,7799807.1128148,360470206002019
27511873.6563161,3024788.56920169,7025991.48192117,7679313.48154416,4115175.56584146,5666604.55780762,360470210002019
29116765.447858,2508404.46367683,8257353.54627063,8370260.6152743,4345171.1889408,5635575.63369543,360470222002019
30342797.0108196,4364611.52027347,6878976.12172546,7756103.28162247,4537844.61277021,6805261.47442803,360470227002019
32359087.3197507,2865688.19117881,9104581.35074039,9548342.84974224,4826455.62267597,6014019.3054133,360470230002019
30672638.0826978,4037161.50121673,8062321.03808363,8124609.53165816,4381983.75648725,6066562.25525202,360470248002019
25779485.2669876,2653490.24626058,6854741.70068921,7223366.78106403,3833643.84325388,5214242.6957199,360470252002019
31198611.842676,4352369.95580577,7676780.23703242,8515763.50263093,4562220.94351442,6091477.20369248,360470257002019
32533059.5769135,4206331.71469162,8239256.92565034,8538572.05222859,4729476.47288749,6819422.4114555,360470262002019
29408499.2572692,3367010.14754362,7728724.13096555,7566175.13887072,4329006.27785924,6417583.5620301,360470267002019
33484893.460604,4601688.2310679,8777392.46666619,8353349.05265875,4707332.51681876,7045131.19339237,360470184002019
31035667.7488026,3996689.80576157,7359932.73474911,8548476.18460375,4690354.16628891,6440214.85739926,360470187002019
29755532.1205319,3180841.48495043,8126106.65515067,7933092.93072497,4352993.21330455,6162497.83640127,360470190002019
29041329.9204753,3950242.40764012,6578422.39565041,7244503.64068384,4297733.97173877,6970427.50476213,360470195002019
30570472.8191504,4168979.22091343,7410180.45041848,8001728.5678553,4507036.70783596,6482547.87212722,360470199002019
32638681.6818287,5762019.77757829,6348402.44317516,8284817.3248567,4835994.69210243,7407447.44411615,360470009002019
25789228.3875147,2665211.61486792,6786209.20549419,7259773.99633148,3857990.42071176,5220043.1501093,360470022002019
29541912.9472047,5331583.45416752,5422442.45446199,7839800.90847251,4441680.28763229,6506405.84247043,360470037002019
46376266.8041239,11271145.7921615,10617211.0797747,9149065.15690496,5756076.85963424,9582767.91564852,360470046002019
35292386.4763371,7341749.58928832,7043852.16451426,8663880.86896737,4955528.19512044,7287375.65844668,360470047002019
28509635.7344997,3433732.11603273,7538418.79953541,7293746.57377831,4124606.72720417,6119131.5179491,360470066002019
28112544.0498684,2600286.01550136,7995404.70856278,7884337.26728947,4149599.02610999,5482917.03240484,360470074002019
28594267.0758314,2719778.47531203,8036158.62424081,8178084.20577648,4230497.75656809,5429748.01393396,360470078002019
24974895.9868054,2381744.22549633,6635373.17326783,7364899.75824299,3768754.77769698,4824124.05210126,360470112002019
37336631.760648,9178223.40850107,8561371.84869359,8990649.96412079,4645455.55137102,5960930.98796155,360470120002019
37391983.636466,6905152.66318567,6816391.64834539,9473164.35405988,5600494.5667732,8596780.40410182,360470021002019
30516976.632932,4021328.57499314,7272342.76404131,7783505.36505892,4489861.32243356,6949938.60640509,360470030002019
29165919.8974104,4483933.80388646,6231047.04351194,7689103.96192267,4378374.2421907,6383460.84589867,360470033002019
29591224.1394254,3983730.16625575,7336435.44232763,7529409.87119117,4318355.68683354,6423292.97281734,360470503002019
29973933.9172448,4810110.87776879,6740799.55878635,7620124.67363038,4355220.83110193,6447677.97595734,360470519002019
30527006.0428123,3100592.14135918,8017022.75522122,8865006.43982872,4585141.54625697,5959243.16014618,360470530002019
31684430.960271,5421053.06668293,6055868.41969511,8279800.95345602,4787604.424096,7140104.09634098,360470555002019
28233365.1332705,4305759.9899626,6772162.07593395,7358283.55317241,4074890.38947823,5722269.12472332,360470557002019
33569709.7507513,5132108.51416428,8007719.23362525,8586811.13351495,4877708.83603016,6965362.03341666,360470569002019
22925303.4724837,2168675.79892685,6742533.14813875,6379966.23795875,3304766.76507307,4329361.52238626,360470572002019
31188988.9399028,4333785.12239094,8211839.18297692,7821694.3971994,4460022.92681925,6361647.3105163,360470573002019
25488895.9053051,3402057.33070909,6283082.92757843,6610532.25374597,3715417.11060592,5477806.28266569,360470575002019
26559203.8295445,2854851.08873591,6635798.95372756,7610585.25591855,3990790.41214664,5467178.11901579,360470362002019
26992669.6454317,2879717.96780308,6936531.49668156,7611283.95517607,4035374.49763763,5529761.72813338,360470366002019
25847183.4500838,2491865.05452178,7433154.64362348,6999665.30171855,3761334.04087205,5161164.40934797,360471120002019
25293129.262399,2827746.91146857,6934484.41359595,6414232.0155181,3657743.75861605,5458922.16320034,360471130002019
34820146.2523376,6075048.42215291,8671708.35280145,8487514.21142774,4733756.04623794,6852119.21971755,360471132002019
26339611.5470006,2780728.18665008,7040698.94534367,7284578.0432556,3895894.54923317,5337711.82251804,360471172022019
27889890.8095625,2804783.67724827,7743780.87490207,7666257.56731832,4100927.28978819,5574141.40030562,360471184002019
30102831.0927954,3215199.30873397,8105458.7819635,8378415.95724944,4431772.97389341,5971984.07095511,360471186002019
26587832.476216,2626761.3123767,7105597.23948828,7603882.34597715,3976965.26410122,5274626.31427263,360471188002019
27579181.0305187,2653449.03135322,7412128.82017287,8139964.17885106,4121394.8059861,5252244.19415546,360471194002019
25686085.6340663,2664823.01928758,6886527.59912004,7283017.83495825,3810407.8422512,5041309.33844927,360471208002019
21717835.0952757,1881933.93188481,6105079.40555315,6456970.62729653,3232799.11437884,4041052.01616234,360471214002019
33615232.8558135,5703708.2332418,8051801.39888089,8359311.11610012,4698180.91290699,6802231.19468375,360470172002019
28115018.0823413,3100139.21311116,7440589.31602569,7573382.536383,4135340.2978921,5865566.71892939,360470182002019
33021788.0915321,4135972.07957061,9037115.96458894,8291024.05382048,4679891.24158944,6877784.75196266,360470188002019
34819105.2468722,3822463.89559351,9304403.44231734,10077871.1002732,5166438.10478366,6447928.70390446,360470216002019
26589854.61239,3152277.85955775,6668051.6787502,7783596.96737853,3947896.69375183,5038031.41295171,360470226002019
30996812.778128,2649239.7630681,8698105.10389226,9174381.56655335,4633894.00791274,5841192.33670155,360470232002019
28607366.2675685,2789232.36310364,8013226.53275032,7775523.91055794,4227372.70648432,5802010.75467227,360470238002019
36678908.402564,7198103.307139,9033775.83468269,8508884.30330917,4805221.83281447,7132923.12461868,360470548002019
25836912.8826847,2737558.88020395,7369048.7312385,6700369.839369,3711104.18540423,5318831.24646899,360470375002019
26913819.8075973,2623396.44941231,7575728.18850965,7397277.23664402,3931569.97724343,5385847.95578786,360471162002019
28010090.8532448,3162091.22251496,7343715.67710785,7795157.49335769,4167229.0632885,5541897.39697579,360471166002019
29031119.4605502,3206983.90627528,7772147.20843534,7581368.14419613,4269646.69295898,6200973.50868444,360470401002019
25979668.3163773,2644261.61208294,7069514.277031,7080322.04257654,3846813.02585739,5338757.35882947,360470331002019
27794658.4889371,3020584.6035541,8076701.93689202,7068576.89314438,3946174.40235512,5682620.65299148,360470582002019
29318359.7816679,3539081.06617489,7567899.71971701,7727165.50073882,4288655.07083028,6195558.42420687,360470598002019
27502422.0820898,4995612.49318358,6545158.25414772,6916424.45427848,3752044.9605724,5293181.9199076,360470608002019
31765761.5387452,4968814.96074691,7922821.29153359,7606140.25811274,4369518.22620665,6898466.80214531,360470632002019
37856883.9191994,7003755.39437548,8765817.64046397,9235807.68022795,5190255.45536788,7661247.74876416,360470644002019
41595947.0644621,8597876.72493305,9516934.18869408,9103881.27636448,5500864.02669796,8876390.84777258,360470658002019
44609417.8056899,10013323.1879147,10020685.7138128,9573633.14651445,5761290.05331702,9240485.70413089,360470660002019
33621274.3224399,5164952.83951354,8051050.06262501,8488547.33407506,4786914.71471577,7129809.37151053,360470670002019
36975987.4802349,6521118.0359311,9056004.61090177,9054914.986758,5037984.28988493,7305965.5567591,360470690002019
40075562.8853741,7506112.83345026,9291786.06089506,9389507.2065383,5496923.39873361,8391233.38575684,360470692002019
22485395.6420328,2120762.68042902,6382652.87690905,6285152.31290956,3318083.86237139,4378743.90941377,360470359002019
21844004.6653597,2309284.09524471,5726814.07048837,5947201.05074048,3215837.79043915,4644867.65844697,360470360012019
22519379.8523121,2189013.8465217,6373674.0188476,6132103.75305085,3281700.24078746,4542887.9931045,360470361002019
24553828.8871913,2289009.2799555,7111743.28383686,6785742.28491587,3583625.67922159,4783708.35926152,360470363002019
26111977.29092,2831032.0255983,7236185.2488103,7064699.95550901,3802466.5685483,5177593.49245409,360470512002019
29218162.7552018,4257331.3026373,6558918.38762798,7965370.03275206,4394002.68320156,6042540.34898292,360470513002019
25377371.750265,3071238.54956858,6447069.78915002,6869346.11332132,3772371.77807328,5217345.52015178,360470523002019
30481204.6088946,2470028.09467762,8411096.99217244,9476508.04804877,4621929.78611094,5501641.68788481,360470531002019
27104748.880385,2702973.92646842,7023359.99469662,7788513.16904407,4111327.08669281,5478574.7034831,360470534002019
23828329.5714897,2136507.3279595,6565422.55899964,6887604.60231472,3575450.00160563,4663345.08061017,360470539002019
25204663.751288,2114279.36683865,7045440.29184466,7559931.60483316,3791991.68536976,4693020.80240177,360470545002019
32239311.4242527,3982858.2521272,8752396.14519759,8287670.88940391,4614590.23473971,6601795.90278429,360470566002019
31189177.1364883,3552851.28229841,8412557.27669085,8214881.25069116,4544109.61310431,6464777.71370361,360470576002019
28583074.5804898,3002721.42548639,7548712.5975009,8201790.69978724,4257163.90966745,5572685.94804778,360470580002019
25590324.9632379,2751588.18890684,6909337.50328512,6929453.27366519,3769679.88013445,5230266.11724626,360470293002019
31239018.1144896,7243729.42614968,7614169.21804425,7301601.53854221,3902996.77883187,5176521.15292163,360471144002019
28603001.4199443,4431763.60890142,7384064.12269736,7502282.26052015,3976791.07009969,5308100.35772563,360471198002019
36555687.4524376,4794298.34136547,9238690.39968472,10693140.1793813,5336535.43121814,6493023.10078789,360471237002019
38603696.1501468,7606103.82559283,8974174.94749853,8856904.41238678,5202407.15848895,7964105.80617974,360471502002019
49748173.2287088,10253110.0849597,12043965.984121,10709232.4525412,6528336.17175954,10213528.5353274,360471522002019
30580409.7965419,4840439.06514767,7960800.71805813,7204415.26215858,4137714.44811451,6437040.30306304,360470936002019
32183281.3038034,4784876.05945966,8204709.34296103,7981458.13098329,4494027.0840725,6718210.6863269,360470958002019
33956680.2961844,6824849.59131627,8689995.11988334,7761692.8362878,4368572.80294966,6311569.94574737,360470974002019
40754370.2812879,8360230.72966891,9774463.51861521,9527429.70805793,5351638.8033562,7740607.52158964,360470990002019
33852415.740579,8749163.66849832,7662077.55664069,7768617.72458898,4142931.00377441,5529625.78707661,360471098002019
26890292.1101752,2602693.98733607,7717622.14698234,7225554.0176064,3917881.76146407,5426540.19678632,360471150002019
25591483.6764161,2525451.06555952,7072846.14103735,7251144.28607285,3778767.94333813,4963274.24040822,360471200002019
37285202.2579453,5911302.93753891,8263794.07443099,9485774.71812578,5527103.87668375,8097226.65116588,360470161002019
42265694.6174948,13622881.2899013,7308901.15990193,9151202.21568006,5181634.74086083,7001075.21115069,360470164002019
33095668.1301092,6159076.44345249,7784608.86606637,7741327.92518813,4455080.59700303,6955574.29839917,360470168002019
36116295.2422884,6083593.82207962,9382008.73063776,8691490.98926831,4918876.84219264,7040324.85811002,360470394002019
31397297.2101776,3884237.91359838,8135596.21467222,8247764.78455035,4634532.32682157,6495165.97053507,360470317012019
24025863.112609,2110016.54251031,6867292.80761244,7013838.6035211,3572455.37244684,4462259.78651834,360470285022019
29745851.4875357,3383968.4958688,7672123.19747217,7966069.46884588,4373053.33967513,6350636.98567371,360470298002019
28407927.4991836,3061218.52543432,7767464.01182286,7723524.92907369,4164070.75730254,5691649.27555018,360470300002019
26608842.4506907,3016514.84464237,7272707.90095282,6961213.58137858,3867800.74503511,5490605.37868177,360470323002019
25122609.6803592,3710201.36947295,6463068.03644677,6620504.92462526,3566125.02991622,4762710.31989797,360470325002019
24711787.0626507,2528026.00547795,6459404.86813695,7029860.03752384,3734917.82424319,4959578.32726878,360470329002019
25916733.9897697,2831697.25249005,6909832.50075916,6888858.1020631,3830862.14940061,5455483.98505676,360470339002019
27948311.9746486,3023294.43864928,7452767.49275886,7527451.96278706,4139228.32491703,5805569.75553638,360470345002019
23381982.2706058,2450215.22953761,6351175.24114258,6211168.56988597,3431228.61420002,4938194.61583959,360470347002019
28194642.1467882,2961037.77943839,7598591.86089821,7977340.89298428,4196608.11082788,5461063.50263942,360470090002019
34446004.7777459,4413815.6147271,8327053.49470905,8790088.75229992,5065498.39625827,7849548.51975151,360470594022019
26572892.1868674,3347237.69785185,6251458.31666251,6862438.43099723,3925930.60323622,6185827.13811958,360470596002019
