TotalEmissions,TransportationTotalEmissions,HousingTotalEmissions,FoodTotalEmissions,GoodsTotalEmissions,ServicesTotalEmissions,CensusTract
32516220.9348936,7111583.18494135,7687400.58013393,7517900.49668252,4175695.73499247,6023640.93814335,360810508002019
31518569.8146518,3846010.17524561,7741752.60000764,8583546.39692294,4773377.57627353,6573883.06620211,360810155002019
40585750.1942909,9177940.13796223,9923888.78547817,8543344.3513353,5010409.15860712,7930167.76090804,360810172002019
22657608.6627398,2658227.17637275,5653554.44312489,6143015.25791871,3364513.08613183,4838298.69919159,360810334022019
26427604.1758715,3135347.25976451,6865968.87293844,6912403.48973744,3846503.12080808,5667381.43262299,360810339002019
30439165.6399974,3011845.22074303,8802493.57791794,8508640.4366055,4428210.32844794,5687976.07628303,360810365002019
38829051.328633,8424859.26782927,9974143.85684317,8382670.98877988,4773132.00265294,7274245.21252772,360810368002019
47668568.3677503,12185051.782651,10968527.9851007,10007991.7985184,5777782.68525699,8729214.11622323,360810400002019
49317978.6172817,12602405.6313238,11756133.9543156,9801798.80136497,5802257.66173544,9355382.56854188,360810402002019
31081545.0421304,3927727.71622571,7885030.95316284,8620587.86817225,4557150.20742683,6091048.29714277,360810595002019
38076050.4191102,8480097.65251805,9848213.10130283,7895517.35253035,4667454.22548043,7184768.08727854,360810564002019
58676822.2393019,17204523.4676733,12576418.3904139,11469300.4075599,6766828.89328893,10659751.0803659,360810592002019
50346214.7881389,13900866.2819614,11867299.8169836,9910734.41189271,5887313.67800328,8780000.59929786,360810610002019
51065513.5237911,14631012.4221643,11525458.6098786,10002276.3851042,5834678.76074999,9072087.34589402,360810614002019
47382099.8255749,10869133.8578018,11782394.3120112,10229310.8671408,5835868.87219957,8665391.91642153,360810632002019
35189281.4690106,6878385.26132862,8430551.24859048,8410475.04217835,4680337.14872967,6789532.7681835,360810633012019
31158483.6617691,3789089.95066363,7441451.20976047,7983727.21416765,4610963.19061743,7333252.09655993,360810641012019
48597634.0804433,13149422.8116231,11386237.7800325,9014336.69831425,5599475.96631919,9448160.82415421,360811483002019
48042416.7970896,13198535.2790225,11011986.8994019,9755814.210183,5541775.13292651,8534305.27555561,360811579032019
41893138.4368689,10194829.623964,9773448.64634423,9090979.4813926,5127604.73815341,7706275.94701462,360811621002019
39214372.3661842,9952277.93531921,8387540.31220907,8621046.20589938,4927792.98951501,7325714.92324149,360811123002019
22938745.0505174,2215983.31033835,6386694.31992725,6381326.02300553,3352785.76508459,4601955.63216165,360811161002019
24842268.4090999,2373781.90412395,6819318.28390646,7179024.10294736,3682444.74312236,4787699.37499973,360811163002019
35110564.423349,8391588.78270161,8148117.52395976,8240550.40249975,4361434.2933153,5968873.42087258,360811257002019
48220816.8259085,14759534.2311097,10641256.7866619,8883211.14267395,5255709.66958784,8681104.99587509,360811399002019
48889804.1574111,14277935.7747128,11114744.8446283,9260148.3247792,5430472.4136317,8806502.79965908,360811409012019
42441482.8605433,10886998.908853,9356196.0437992,8507361.95846411,5138767.87484922,8552158.07457777,360811441002019
39457585.2810252,9511968.27001517,8560333.31578855,8974691.55479008,5016594.04077842,7393998.09965298,360811447002019
40694219.0193355,11540840.6636521,8053285.14754856,8427922.41095988,4889388.7905762,7782782.00659879,360811529012019
48765833.7984284,13380189.1798914,11449024.0163149,9367554.49166092,5587117.05150329,8981949.05905789,360811579012019
25560853.0489497,2437322.20132792,7071911.5668939,7387504.79656285,3796709.22215089,4867405.26201413,360811032012019
44699858.7787718,11451427.5435549,11185545.5522971,8424192.76262035,5149674.56687748,8489018.35342202,360811097002019
38777057.7532218,8262400.97299424,9427798.13548583,8715353.6213703,4968984.12856403,7402520.89480744,360811241002019
45847916.1919939,12140560.2520363,10292183.446252,9481641.89780415,5498048.29069888,8435482.30520261,360811341002019
36649808.6685889,8266536.10232914,8506778.16310599,8357695.93682781,4654017.3218673,6864781.14445863,360811377002019
54971292.1899235,15121364.2856493,12648862.6165679,10296542.7748651,6365468.18479099,10539054.3280503,360811507012019
35658033.8097792,9647569.48645067,7422712.26553176,7584667.90733677,4307085.03920755,6695999.11125245,360811551022019
27388818.6259635,3093718.56933232,7063660.04718489,7617653.00910909,4077529.56409136,5536257.43624581,360810105002019
30517508.1101113,3503261.53571142,8059725.07346366,8031374.07083057,4495005.50582942,6428141.92427625,360810095002019
36469903.8880915,9630075.16204168,8327183.23521242,7925629.97084133,4376027.73891015,6210987.78108592,360810294002019
42467963.8329192,11650719.5478338,9455751.84782139,9001977.6383428,5011145.16338653,7348369.63553469,360810306002019
35376271.3564816,5036986.00824298,8989748.04625591,9038601.53412669,5061335.68501562,7249600.08284038,360810309032019
37759741.2638845,9174203.94552618,8484089.43695664,8591359.26962866,4750909.72100565,6759178.89076738,360810309042019
36767904.624903,8217020.8154926,8905266.74591191,8222065.23446708,4633952.42200071,6789599.40703069,360810357002019
46145389.6042916,11956686.9958823,11033431.9106467,9154198.736728,5428021.86586285,8573050.09517184,360810424002019
36777587.5636312,8503559.74855129,8816130.87688377,8848487.86021924,4607371.73885787,6002037.33911898,360810444002019
32573771.6589781,7186932.83269776,7641615.87545054,7663834.36260372,4189719.47515075,5891669.11307534,360810531002019
29781924.4758041,2841442.00689807,8221100.86118382,8848079.03559129,4452719.75526696,5418582.81686401,360810415002019
43885822.6632743,9957090.24818126,10815843.6449531,9410801.85684514,5434792.5742918,8267294.33900297,360810434002019
41289209.0384108,8560457.70651958,9788434.33607796,9798680.2835097,5374113.8254097,7767522.88689383,360810450002019
50147183.8961949,14349336.6481193,10430826.4672408,10957177.6926671,5874717.77842036,8535125.30974725,360810452002019
25743037.3643692,2607763.92175917,7159198.50738739,7033764.78461419,3758847.18230006,5183462.96830843,360810462002019
36241292.1802299,5452836.40046056,9557214.04321608,9112223.10733243,4991669.90348334,7127348.72573752,360810468002019
36536021.5513677,6005451.19429535,9975768.99900567,8948001.72895289,4861910.21324474,6744889.41586908,360810470002019
26392614.6639889,2482806.20315259,7129842.66549022,7668193.50955574,3942757.60814955,5169014.67764083,360810471002019
35187724.481341,7650245.73157186,8646282.47943701,7640721.87979847,4404626.50981293,6845847.88072075,360810472002019
26362195.608019,2886572.71513927,6372973.08078137,7496072.26080691,4010925.411941,5595652.13935048,360810473002019
39193364.9117974,9415666.6475781,9585962.81201146,8579079.14137743,4729185.18935366,6883471.12147671,360810482002019
31858583.6792699,3615871.22472986,8220846.32148434,8766231.71962952,4766238.03975906,6489396.37366711,360810483002019
33672791.3099152,5631902.05880777,8754155.90290152,8557934.41718771,4560415.16635635,6168383.7646619,360810493022019
43199368.1217713,9584196.51809909,11048957.286515,9371186.82782332,5330077.92195749,7864949.56737632,360810504002019
34659294.5818934,5932504.98277178,8610121.15497585,8326330.10447555,4725271.55931995,7065066.78035028,360810505002019
40462837.0314087,9273363.21068975,10040078.9913176,8992027.76458603,4992252.27998566,7165114.78482975,360810540002019
40762491.6382972,8927647.84771197,10579628.9826688,8710767.08507195,4992097.41116778,7552350.31167667,360810542002019
30765407.8140528,3089108.52162006,8325694.06982258,8948626.54580195,4615834.96090292,5786143.71590529,360810549002019
30083947.5069263,3154554.22595281,7958023.37738518,8306317.08939218,4478532.32555468,6186520.48864141,360810555002019
30139030.3612372,3614273.87467784,7687309.25432812,8058048.34943886,4446624.22279805,6332774.6599943,360810581002019
39027134.8165957,10155389.2709853,8400947.29728411,8101883.89284615,4748407.9648703,7620506.3906098,360811479002019
38589181.5423951,12338564.5803332,7528185.00854182,8264858.78995075,4429978.35483526,6027594.80873412,360811567002019
36896810.839547,6037069.76610084,9789992.93075978,8615330.77602842,4927620.76428101,7526796.60237691,360810518002019
47832627.9261974,12125780.4552362,11121118.6193201,10046318.9390154,5721424.48053563,8817985.43209005,360810524002019
42710349.4097435,8869850.17271865,10303947.3986933,9849138.20449464,5573254.03883847,8114159.59499848,360810030002019
33449818.9671329,5057119.53702382,7467419.75381529,8523153.65241631,4954321.25769495,7447804.76618254,360810007002019
26879598.0829833,3261844.46803538,6908611.77124419,7044154.74025208,3949873.89155282,5715113.21189879,360810079002019
28340479.9356621,5835728.45444708,5925538.75169785,7233563.30645191,3920057.84174324,5425591.58132203,360810055002019
32326819.496384,5823033.50716492,7791002.80017082,8336688.8526186,4451221.24319017,5924873.0932395,360810040022019
27648162.8987117,3107800.50530024,7446153.51364785,7604954.35284977,4038050.90377676,5451203.62313708,360810247002019
32237600.6508297,5016173.91320968,7901048.74938869,8083377.0127016,4535367.76710985,6701633.20841991,360810257002019
28763715.6064233,3361040.72580932,7826426.25187599,8140079.60124381,4171190.40384171,5264978.62365251,360810260002019
25103860.2805934,2599959.49338681,6756974.60256669,7151531.0559422,3723485.40819241,4871909.72050528,360810261002019
27087523.0556819,3083833.01407947,7060309.82856971,7317185.76909692,3997579.94330649,5628614.50062933,360810279002019
37853741.7765299,7950807.68124929,9173688.42587882,8698374.21682289,4882828.13256718,7148043.32001171,360810280002019
26170173.9781857,2985305.33880091,6761128.33397678,7032651.10765778,3880405.69115044,5510683.50659983,360810287002019
30575315.3450067,4313817.6907001,6883171.65983207,7773744.08830161,4514994.06456951,7089587.84160337,360810739002019
29438814.4926944,3875304.36638223,7181833.28044762,7244565.56570774,4239409.91607685,6897701.36407991,360810741002019
28447744.970118,3651981.86450667,6729945.69442586,7477233.38143477,4219402.99138171,6369181.03836895,360810743002019
25438417.1034361,2745719.90526141,6406926.61415451,7220335.41936804,3822424.99448898,5243010.17016316,360810745002019
32036713.2235331,4986833.67270553,7855188.86451239,7924488.19989072,4490941.76053023,6779260.72589426,360810779042019
32522262.312125,7069349.24417169,7301019.219855,7576189.35449592,4230348.14662567,6345356.34697672,360810809002019
25300752.4109833,2642156.26586523,6494028.74930934,7148394.26865386,3811709.59734728,5204463.52980758,360810853002019
44527510.9133698,11935305.2182346,10148108.9302191,9020872.58331492,5237798.81498106,8185425.36662023,360811409022019
41123489.5076389,9791809.52374725,9894516.11809801,8644033.62393155,4996903.79186613,7796226.44999597,360811459002019
29732490.6202831,3318195.97865776,8024670.76057128,7891936.75098773,4341464.94450351,6156222.18556284,360810577002019
36331688.0872493,7243817.2955576,8383815.95550342,8805402.77444427,4853856.36713994,7044795.69460404,360810525002019
41927002.066642,9984450.0546487,10177985.7219905,8998776.72903109,5103966.87258093,7661822.68839086,360810556002019
41162721.5338731,9430589.54567568,10691967.6070782,8219432.93553841,4875097.599115,7945633.84646583,360810606002019
48200977.1722764,13285120.7996603,11544506.4014041,9226723.11537132,5445496.63092282,8699130.22491784,360810638002019
47592084.895138,13189602.1153422,10886090.6860074,10081219.4292971,5542514.59743745,7892658.06705389,360810654002019
46524637.6522243,12447141.5244893,9855183.15632753,9525207.79896098,5663148.45701406,9033956.71543237,360810663002019
26565137.248934,2990165.20419643,6855104.71652754,7030375.52261254,3905144.47836583,5784347.32723164,360810687002019
39099529.544188,10146920.9943899,9013665.43270149,8412253.56555841,4676832.13338547,6849857.41815273,360810694002019
25923704.1587679,3202774.99113528,6491045.52010247,6857837.48171666,3790787.85895969,5581258.30685376,360810713052019
26869172.8822656,3423181.6858909,6539572.02974055,7068848.13391357,3957214.10230751,5880356.93041303,360810713062019
25131895.1607794,3186781.22403262,5825188.86252305,6567350.41243771,3735601.90636518,5816972.75542086,360810717012019
24960076.6085666,3287123.29244194,5284625.74739785,6755468.22256529,3811640.05818366,5821219.28797781,360810717022019
46062289.6017493,11102619.0064109,10473545.2699816,9065475.68348608,5681185.4208196,9739464.22105113,360810723002019
55553063.4214597,13419583.5644444,13044724.7772948,10658758.3965058,6853935.30106449,11576061.3821503,360810749002019
29204835.8187692,4105452.33712523,6592221.20280495,7437391.48565494,4306491.81223512,6763278.98094895,360810757012019
31006825.5718144,4101708.32027755,7048070.08993453,7959232.95626665,4619561.28026204,7278252.9250736,360810757022019
30797981.4137294,4881550.1555347,7282496.24899625,7700602.95587615,4341030.76005156,6592301.29327077,360810779062019
37366220.4176885,7908973.90930383,8338484.64490767,9305232.01030051,4987977.6544668,6825552.19870965,360810779072019
26561906.1215663,2831459.34261681,7082880.09299396,7426452.71106444,3941541.26292527,5279572.7119658,360810779082019
22895882.0083326,2219633.83957955,6105544.56734394,6526804.37199762,3418505.45166879,4625393.7777427,360810797012019
38730548.3952754,7724172.42838821,10180306.9676673,8541173.57128367,4897581.17516788,7387314.25276829,360810276002019
38764826.7181419,7150389.53248441,10355363.0070222,9106449.76314736,5045148.7138855,7107475.70160233,360810282002019
26794204.6171031,3010021.30412597,6988405.24120364,7238423.56659452,3950625.91516186,5606728.59001712,360810283002019
29110775.098315,3548823.73641359,7340557.82122038,7694941.12037896,4309624.6475781,6216827.77272397,360810285002019
26331399.7174165,3009615.70412623,6347930.54175618,7345831.88321648,3992050.2339826,5635971.35433498,360810289002019
42914863.5609678,11185423.2378334,9528967.1568566,8603792.73790545,5160246.97739342,8436433.45097901,360811133002019
47615604.8262737,14660065.7731906,9844514.86015853,9170871.95389098,5409626.90241025,8530525.33662334,360811072012019
32864459.6980177,5728986.02318355,7464373.6225172,8453821.28509847,4639317.34089299,6577961.42632552,360810747002019
31608988.8160997,5981114.66167134,7321709.51787434,7305206.58847726,4253412.25933904,6747545.78873772,360810773002019
44020802.0802612,9855770.37420636,10481333.0787197,9942969.72547618,5607789.22833854,8132939.67352043,360810788002019
46804182.8333843,12124892.7219332,10678091.03718,10055066.2367424,5660228.95808457,8285903.87944415,360810814002019
44497440.1356487,12738987.1763322,10093788.4143311,8837874.06418293,5084000.68197132,7742789.79883111,360810884002019
53509121.3809744,14566439.3513574,12655729.3778,9367957.12858505,6063193.37993966,10855802.1432922,360810922002019
40351564.1459769,9767842.0501626,8817747.78987991,9118875.78556324,5127567.45637363,7519531.06399753,360810964002019
22719398.1786348,4119928.30709744,5127931.48145738,6259270.59287733,3163380.72852834,4048887.06867436,360810972022019
51879080.4442839,16563615.5959179,11867079.1933206,8667436.43715852,5391536.93585285,9389412.28203414,360810973002019
39527233.6236771,10404510.2210439,8599508.14401774,8073268.00762041,4766381.56915723,7683565.68183789,360811017002019
34069677.0726552,5475920.03901839,8941506.93154833,8295108.2960323,4605630.75362202,6751511.05243415,360810008002019
35977674.148741,3931463.96027081,9404061.15186724,9962228.63506626,5360558.64309791,7319361.75843879,360810014002019
33209786.0719944,4326572.30283826,8472067.36440392,8391707.85576885,4814210.82385697,7205227.72512644,360810016002019
31738194.2429247,5279938.00868678,6686678.81037436,8161921.59608957,4712309.46619691,6897346.36157711,360810019002019
39845394.2495398,7282262.61418562,9565056.67458806,9585977.27058831,5386572.98764732,8025524.70253049,360810026002019
35182955.5720794,5354459.91866913,9405319.90092668,9133012.65270444,4846709.28572795,6443453.81405118,360810028002019
34568589.0611994,4538004.43894863,9124699.18635147,9126119.55505334,4926258.55833976,6853507.3225062,360810110002019
34691552.3370448,5992024.94016528,8641102.50101635,8745342.19964037,4752582.31295794,6560500.38326491,360810112002019
40271705.0041326,7434743.4342366,9842242.66804363,10088947.5019631,5446197.1640003,7459574.23588897,360810122002019
34464270.4523535,3852861.14514034,9690239.17557203,9376889.90911382,4970464.67300969,6573815.54951766,360810124002019
23334017.2052526,2772308.23552358,6146333.90878334,5973159.75554378,3367118.26405158,5075097.04135034,360810134002019
27364865.0469573,3331476.83797335,6973127.36859911,7236638.5057469,4000107.37978806,5823514.95484987,360810138002019
25886731.3095612,3024457.60625562,6313056.88380946,7145556.27074313,3918675.78066329,5484984.76808967,360810143002019
25982926.9539615,2850141.91495972,7078639.84140411,6844966.33001043,3784471.33279253,5424707.5347947,360810159002019
42155747.7813274,9230209.93095746,10182535.9301942,9506048.21558276,5353208.00899114,7883745.69560186,360810484002019
37194527.6317539,6766404.31557308,9162874.44112411,9001395.61522145,5029061.65880045,7234791.60103481,360810493012019
35523584.7988287,4832176.38551647,9101199.80675846,9209153.83008518,5106427.87126894,7274626.90519966,360810497002019
47632647.6230951,11998024.9640473,10718229.1174538,9993725.12858582,5825863.43993392,9096804.97307421,360810502012019
46188321.3637404,12948542.1287009,10217962.967443,9249102.01854934,5361106.96196018,8411607.28708698,360810510002019
38033513.7155403,8455141.41995263,9390724.45263106,8138167.21189024,4696385.03581691,7353095.59524949,360810520002019
27538746.5567022,2857944.40468358,7690821.99732964,7424700.02819589,4051266.07493177,5514014.05156133,360810551002019
50060150.4073421,12575414.4048468,12172095.2545055,10067583.2486167,5861379.6880995,9383677.81127366,360810562002019
33019125.0843082,5190188.10477952,8340883.0576632,8298950.24991041,4601410.68194306,6587692.99001199,360810565002019
36878044.9120477,5073251.5879417,9739701.40889009,9334754.04565512,5234524.21451485,7495813.65504597,360810567002019
44375084.6319949,12387507.6005037,10243035.484011,9251485.32691971,5102682.37456471,7390373.84599584,360810568002019
29759708.7501387,3316347.19997395,8007723.52616172,8208888.36878714,4386851.77994035,5839897.87527555,360810585002019
30009983.1916812,3274118.46270526,8052683.88979306,8177873.07832469,4448635.55669224,6056672.20416597,360810587002019
37038179.1723767,8428814.52932815,8945111.05294552,7868223.79329837,4602668.39062891,7193361.40617576,360810618002019
43706104.8525908,11433232.9050533,10510032.7275476,8628128.50167879,5052018.62344168,8082692.0948694,360810626002019
31045620.3293992,3110888.27882752,8315146.30267419,8802316.68152741,4634044.03263407,6183225.03373603,360810004002019
32675451.2247841,3819282.6768811,8662825.68822873,8671781.36748794,4772089.10575258,6749472.38643373,360810022002019
28163122.9085388,3704049.24524322,7471597.17377214,7303225.25794056,4059615.4811436,5624635.75043929,360810031002019
27385548.8161572,3112336.45006151,6855003.81124124,7675719.02709758,4102003.84166073,5640485.68609614,360810859002019
21040618.264094,2166121.70712706,5715835.86508183,5847919.32968927,3097362.50646934,4213378.85572653,360810865002019
31311112.0285128,6814105.79536323,7386725.04105826,7284437.16873468,4014174.29563015,5811669.72772647,360810942022019
27573815.536352,3349088.07892703,7078125.25566639,7324100.09693655,4009125.53018951,5813376.57463255,360810942032019
48702961.3949545,14158306.5307662,11024167.8154113,9115195.34260653,5490099.06015182,8915192.64601866,360810981002019
31483315.6773444,7120577.17317936,7810935.15494705,7097344.86430188,3881592.40245075,5572866.08246533,360811010022019
39120042.4928877,10598631.2431324,8526842.04599749,8232698.11464084,4646142.23670165,7115728.85241527,360811039002019
26718720.6306866,3255617.26091692,6710494.29327047,7191659.4891103,3945420.76366173,5615528.82372713,360810183002019
43053281.5823473,10688307.65351,10412531.1864935,9209227.96019961,5162603.84457762,7580610.93756656,360810188002019
29590231.4113328,3348644.44508423,7910551.68067055,7776872.78946677,4324126.81811728,6230035.67799401,360810189002019
37325986.1765869,7949008.36675313,9391913.83236785,8296618.51250221,4683699.25096661,7004746.21399709,360810192002019
29149494.8482537,3494656.17380355,7523081.45047415,8004615.75902323,4294649.83675077,5832491.62820196,360810259002019
23837257.2885504,2632823.59630173,6803686.77214822,6220668.93385158,3395815.23605724,4784262.75019165,360810266002019
25421969.7364929,2603005.07790379,6919630.95697577,7227574.05333675,3757104.46249434,4914655.18578227,360810273002019
36426277.2870397,8030690.79481392,8534660.48141565,8649578.5064806,4708565.39650541,6502782.10782412,360810293002019
33787617.936135,3598613.6122246,9026684.11671897,9417423.07603631,5006877.55275972,6738019.57839541,360810036002019
39397096.6653476,7718893.76696535,9569885.97811662,9863228.40379902,5244690.69536426,7000397.82110237,360810044012019
28160664.6932768,3492239.67528987,7027878.1972322,7539538.15346732,4163645.12830771,5937363.53897972,360810053002019
26931808.8028046,2994624.61861918,6870103.93024646,7590019.82981234,4053484.27131488,5423576.15281174,360810057002019
26068056.9171008,3188952.36189986,6485514.95140515,6930973.92082147,3862013.95318618,5600601.72978815,360810073002019
27140624.8728008,3792350.7285378,6349793.85462806,7066913.81618859,4008574.43507548,5922992.03837088,360810081002019
32410314.9565419,3831706.63723532,8717151.61531471,8978976.03461129,4711193.99650045,6171286.67288011,360810038002019
27109469.2925989,2973811.55579801,7004416.34085286,7492764.50780709,4039024.26704328,5599452.62109768,360810263002019
26991578.2431516,2661931.80593492,7211032.04087784,7811664.13630878,4044198.21688687,5262752.0431432,360810271002019
38291392.7050596,8655193.76596431,9458233.94721456,8378042.74165546,4750327.21381642,7049595.03640888,360810288002019
39793728.2989678,11641291.279759,9173819.0033043,8100426.48161269,4466053.79144877,6412137.74284307,360810320002019
26698716.862045,3555465.60954119,5911058.3643021,7212412.94776355,4079092.42466513,5940687.51577298,360810033002019
26654853.4158803,3504163.84413372,6263677.54104865,6507118.30880535,3881318.01500174,6498575.70689086,360810062012019
32847659.8108196,8667036.26776567,7039011.12739901,7332191.4373886,3999655.8957199,5809765.08254644,360810062022019
32076294.6789869,5516364.73385603,7736495.25226239,8212162.94107449,4427124.72209953,6184147.02969447,360810499002019
28344340.4355883,4222256.33271711,6983997.15038781,7663012.23373476,4026737.23336222,5448337.48538645,360810437012019
26873992.8797906,2643643.29527119,7134004.15675918,7689857.94868058,4031922.80721446,5374564.67186523,360810437022019
23333327.0789941,2141054.39026082,6182972.62967642,7018522.14771545,3543497.36276033,4447280.54858107,360810443012019
26777220.8184049,2891907.75765021,7205264.05462798,7386215.01519402,3915641.82525418,5378192.1656785,360810443022019
44037605.1098591,10155692.4916859,10291460.4897637,9661369.75103267,5548157.27073399,8380925.10664283,360810534012019
45858764.6791746,10296076.9069119,11375426.2924959,10186783.2231177,5696921.93155191,8303556.32509717,360810536012019
45326242.461103,10977600.623106,10822713.2732576,9545202.13759813,5509899.20313415,8470827.22400709,360810582002019
33882881.4731009,7143907.55285937,8098062.12483547,8161295.35922616,4415540.39849523,6064076.03768472,360810613012019
51259113.3610603,14877972.8561281,11923947.2957799,9744485.37352991,5728344.89394257,8984362.94167983,360810622002019
25525963.4547165,2422080.94484244,7081643.34212904,7181285.24665215,3778899.9851338,5062053.93595912,360810797022019
24006984.2393662,2254085.61896903,6892930.08522629,6833372.68901501,3511113.66670688,4515482.17944903,360810849002019
26607620.5693838,5152557.27792469,6978513.81827174,6433967.91939782,3429871.45858166,4612710.0952079,360810869002019
37012392.1260755,9238806.00970593,8443428.43716377,7567876.91237064,4486311.4903923,7275969.27644286,360810934012019
36020584.6588851,7046349.57309295,8708872.22028863,8359032.81655084,4785231.96827752,7121098.08067514,360810934022019
34929069.9995915,7697768.74951347,8311817.98871565,8089952.36586363,4463594.39877944,6365936.49671926,360810954002019
28644884.2597611,6535936.18288797,7148497.21162514,6951323.34774067,3554200.26906941,4454927.24843796,360810972032019
32415723.0432849,7296247.11952945,7750082.35052344,7637630.22706864,4108465.5113794,5623297.83478396,360810972042019
40565917.3265146,10703724.3469511,8265322.23753056,8433782.48285676,5007576.74246449,8155511.51671166,360810997052019
34821818.6027847,8103426.40823589,7602780.46957884,7488017.89999895,4421877.53718838,7205716.28778264,360810997032019
30776754.0916063,6571965.46351358,6585738.57441014,6845466.21268632,4043814.02509069,6729769.81590552,360810997042019
28287571.5773644,3349223.42695021,7201216.7783937,8029975.33481344,4205617.16049348,5501538.87671355,360810998012019
25114932.6315476,3426729.98812177,6715621.12162516,6825692.7187444,3533416.03788294,4613472.7651733,360810998022019
49471826.7116775,13405245.5410899,11205788.1731421,10057327.571391,5824170.76807051,8979294.65798405,360811008012019
36606634.5835617,8279460.79119157,8765607.40424157,8522175.14055103,4616433.48173675,6422957.76584074,360811008022019
42131855.4788315,11265008.1486301,9617591.65602257,8476602.17554718,4951942.70412601,7820710.79450564,360811085002019
45500806.1892767,13469906.5964062,10514509.4331713,8302903.02249698,4989428.59534889,8224058.54185327,360811093002019
59746180.2190541,16826171.3378688,13346160.0687796,11005273.5753055,6908519.50970493,11660055.7273952,360811277002019
32848021.9995549,6922289.82248818,7391849.60423845,7155547.53133461,4261555.50964568,7116779.53184793,360811291032019
36576076.5639517,9302383.43686656,7733543.40814257,7891760.17690063,4538538.95625774,7109850.58578418,360811291042019
41663682.119406,11586261.4132587,9249314.98484278,8429085.64052201,4813428.05632116,7585592.02446143,360811417002019
38502082.1217786,9025290.71138903,9290315.52671299,8267128.07141509,4732616.0321186,7186731.78014294,360810645002019
39307785.2366246,7666111.1342797,9092865.82969796,8824739.56064058,5279536.43326151,8444532.27874481,360810661002019
42556209.6481518,12438896.5847024,9535758.54216581,8580003.24011282,4853122.62697072,7148428.65420001,360810664002019
42217051.7868602,10144286.4373744,9927430.42710988,9594715.16076763,5235280.56061761,7315339.20099073,360810690002019
39835067.3876763,8809331.25260046,9036467.21993443,8664817.11981451,5118409.42515075,8206042.3701761,360810697022019
49562222.848854,13303572.8496768,11925197.5011851,9524968.30813747,5728423.24122515,9080060.94862942,360810650002019
30468492.9820538,4052226.099361,7073551.89902579,7959309.30445783,4549912.42640686,6833493.2528023,360810711002019
29494511.4841808,4185085.51795209,6441615.30856205,7778159.39141593,4446822.10662191,6642829.15962877,360810769012019
30686855.7136669,5895755.43307916,6139670.24915344,7434052.97386858,4320676.76739235,6896700.29017339,360810779052019
35769416.0398327,8049992.06073686,8216538.41420679,8473543.67556495,4596834.80531741,6432507.08400674,360810803022019
23889573.8626986,2406950.68556384,6698622.42151378,6656934.05184787,3493365.25154181,4633701.45223127,360810845002019
29601510.9125953,2905541.9117229,7949049.23459723,8430175.74230363,4441091.81522353,5875652.20874799,360810463002019
29856678.5453179,2791318.58228837,8045736.68056596,8913808.88733395,4494484.77819979,5611329.61692987,360810465002019
27990703.0306006,3637268.32160246,6704017.80925088,7157317.69774668,4117418.34988753,6374680.85211301,360810737002019
41772098.8175318,9667692.7781284,9565967.92413948,9038025.50045873,5274377.42822352,8226035.18658167,360810779022019
30200276.6157338,3511352.73445391,7681518.30540137,8196861.93795135,4491015.57690385,6319528.06102328,360810187002019
29419790.6951393,3006542.00674008,7982398.64495917,8182853.45154498,4350997.79333656,5896998.79855847,360810214002019
31873294.1518133,3606597.74014885,8720970.87580606,8524037.02658668,4697705.69394224,6323982.81532945,360810583002019
30020675.1374406,3522984.5403198,7556047.15751325,8178551.01771758,4458967.84667087,6304124.57521908,360810466002019
43558055.6950693,10370221.0985422,10914978.8490154,9152382.63826195,5192654.18943559,7927818.91981409,360810502022019
46149816.0844976,10730328.6096272,11561480.3676838,9704470.55431907,5557106.77850869,8596429.77435888,360810560002019
37477044.2432425,5435622.24549684,9510857.98588624,9831892.76283514,5309176.54131746,7389494.70770685,360810006002019
27920140.1471979,2966949.09278459,7171484.47320524,8072892.89893302,4194251.06353779,5514562.61873722,360810142012019
34053025.3038565,5566860.58004394,8141001.508827,8608046.48478375,4771182.67785151,6965934.05235033,360810515002019
43133379.6119509,8967764.68263874,10562376.399344,9969430.08629064,5536156.84936523,8097651.59431233,360810516002019
41837095.6482939,9237508.93063691,10334072.459285,9117836.65179619,5211523.26371853,7936154.34285725,360810526002019
38855215.7571002,8342806.39200998,9629247.64112978,8936315.9752671,4901355.03331684,7045490.7153765,360810554002019
42239247.1511304,8952097.62691733,10061603.8412067,9773226.18363578,5471127.13003062,7981192.36934,360810532002019
45860116.5884457,10918182.0680969,11362294.9688108,9858348.90475515,5531511.52427386,8189779.122509,360810538002019
31614901.5277147,3620494.82551929,8229636.88591151,8709198.26029675,4721315.52841267,6334256.02757446,360810547002019
28446271.182605,2907235.09445273,7809945.03801687,8003376.20488901,4204219.27698372,5521495.56826268,360810557002019
46085867.6758762,11300054.0713298,10998537.3438632,9586757.91403377,5549301.12746532,8651217.21918408,360810558002019
31866209.9259717,6692522.17231196,6894189.10786556,8097472.73152747,4328597.43565846,5853428.47860822,360810559002019
28328829.8549545,2881529.36287071,7928720.68256471,7648345.69254068,4126909.24623166,5743324.87074675,360810579002019
29936531.3450013,3165148.38036577,7785588.35129034,8609447.01151611,4516110.6441478,5860236.9576813,360810589002019
41556378.3128442,10309796.6852158,10563583.8066886,8261375.05401274,4919097.51653363,7502525.25039336,360810596002019
